word,cnt
hamacarme,0
hamaco,0
hamacándome,1
hambre,51558
hambrientamente,0
han,336806
harto,11930
hará,67955
haría,64815
haríamos,3605
harían,6458
hasta,475448
hastío,109
hathaway,853
hay,1141141
haya,116329
hayamos,8135
hayan,19538
he,856434
hecha,12643
hecho,398318
hechos,22215
hedionda,155
helada,2850
helado,16167
helados,2962
helechos,193
hembra,4073
hemos,203510
hendedura,5
heredables,0
heredada,155
heredadas,40
heredan,97
heredar,842
herederas,83
hereditaria,277
hereditarias,90
hereditario,443
herencia,4422
herida,19793
heridos,8987
hermana,95158
hermanita,3843
hermanitos,267
hermano,170775
hermanos,33569
hermosa,49442
hermosas,7296
hermoso,39470
hermosos,5247
hernández,831
heroína,8022
herramientas,7871
heusinger,0
hibridación,36
hice,151056
hiciera,19740
hicieran,3504
hicieron,46627
hicimos,37974
hielo,26442
hierro,9173
higiénico,1808
hija,125908
hijo,311843
hijos,96864
hilar,117
hileras,256
hilo,4800
hilos,1851
hilvanes,3
hiló,3
hipermelosos,0
hipnotizados,111
hipnotizar,200
hippie,1442
hiriente,270
hirviendo,1698
histeriqueamos,0
historia,143765
historiadores,539
historias,21529
historieta,510
histórica,1720
histórico,2845
hizo,199378
hobby,1522
hocico,1347
hogar,33495
hoja,7696
hojarasca,24
hojas,7220
holgazanes,517
hombre,526706
hombres,192470
hombros,6441
homeópatas,4
hondas,103
hong,6511
honor,45957
honrada,1488
honradez,514
hooker,634
hora,217128
horacio,837
horarios,1832
horas,133399
horca,1917
horda,655
horizonte,2957
hormigas,2864
horno,5914
horrible,43066
horriblemente,1100
horribles,6508
horripilada,0
horror,6334
horrorizaba,83
horrorizada,245
horrorizado,490
hortelanos,15
hosco,131
hospital,69505
hospitales,4257
hostil,3467
hotel,54288
hoy,258411
hoz,271
hube,47
hubiera,112134
hubieran,13502
hubiese,27042
hubo,47144
hueco,4923
huella,6261
hueso,9880
huesos,15976
huevos,22242
hugo,4520
huidizo,45
huir,15300
humana,23960
humanas,4129
humanidad,14566
humano,38092
humanos,31659
humaredas,8
humberta,0
humedad,2555
humedecida,5
humilde,5303
humillación,2755
humo,13404
humor,20972
hundida,296
hundido,1967
hundiendo,1067
hundió,2001
hurones,149
husmeándonos,2
huérfana,1195
hábeas,149
hábitos,2480
hágame,4271
héctor,3487
híbridas,41
hígado,7326
húmeda,1835
húmedo,2461
húmedos,611
iba,140029
iban,18407
ida,5030
idea,204424
ideas,23339
identidad,11230
ideología,751
idioma,7028
idiota,81569
idiotas,18076
idiotez,1547
ido,90091
idumea,8
idéntica,986
idéntico,1463
ignoradas,144
ignorancia,2452
igual,108746
iguala,387
igualdad,1897
iguales,13479
igualmente,10364
ilegítimo,370
ilimitadamente,11
ilimitado,935
ilumina,1314
iluminada,579
iluminar,1104
iluminó,329
ilusionó,7
ilusión,5790
ilusoriamente,4
imagen,23912
imaginaba,5755
imaginación,10115
imaginando,1769
imaginar,14198
imaginaria,832
imaginarias,234
imaginarlo,3656
imaginarse,2945
imaginativa,152
imaginé,7422
imbécil,32751
imbéciles,5085
imitación,2081
impaciente,2944
impacte,72
impedido,1007
impenetrable,842
imperceptible,237
imperceptiblemente,33
imperfección,354
imperfecto,576
imperfectos,143
impermeable,1028
impida,1030
impide,3643
impidiendo,385
implacable,1449
implantando,37
implementados,15
implica,4157
implicaba,294
impone,765
imponen,221
imponentes,156
imponerse,419
importa,226995
importaba,7562
importancia,16014
importante,128955
importantes,17318
importar,8761
importe,6868
importó,2528
imposible,53037
impredecible,1552
impregne,15
impresa,540
impresionado,5568
impresionan,364
impresionar,2719
impresionaron,124
impresión,12621
imprimiendo,301
improbable,2358
impropios,33
improvise,55
imprudentemente,231
impudicia,19
impuesto,2563
impuestos,12106
impulso,5727
impunemente,254
imágenes,12022
inadecuado,745
inajenable,0
inalterable,123
inalterados,15
inaudible,59
incansablemente,136
incapaces,1062
incapacidad,1210
incapacidades,47
incapaz,5396
incendian,141
incidentalmente,100
inclina,1092
inclinado,907
inclinados,120
inclinarme,428
inclino,1117
inclinó,466
incluir,1924
incluso,90048
incluyendo,8082
incluía,587
incompleta,636
incomprensible,719
inconexo,28
inconfundible,351
inconsciente,7238
incorporarla,48
incorporó,163
incorregible,566
increíble,65884
increíbles,4983
incrustadas,103
incurren,3
incómodo,6092
indagar,530
indefinidamente,1128
indemnizando,3
independencia,3897
independiente,5133
independientemente,1052
indeterminada,124
indeterminado,202
indeterminados,15
indica,7141
indicado,4060
indicar,1211
indicio,1545
indiferencia,1267
indiferente,1737
indirecta,870
indirectamente,493
indiscutible,532
indispensables,197
indistintamente,41
individuos,2704
indonesia,708
industria,8044
industrial,3167
industriales,882
industrias,2698
inefable,106
ineficaces,91
ineficaz,207
inepcia,0
inepta,113
inesperada,1481
inesperadamente,861
inesperado,3348
inevitablemente,799
inevitables,408
inexistente,419
inexplicable,1111
inexplicado,30
inexpresable,30
inexpresivas,4
inexpresividad,0
inexpresivo,30
infancia,6996
infantil,6664
infausto,28
infectados,1559
infectarse,312
infeliz,7905
inferioridad,479
inferir,94
infiel,3261
infierno,40316
infinidad,432
infinita,1827
infinitamente,845
infinitas,730
infinito,2746
inflación,909
inflada,123
inflado,332
inflamación,1006
inflaron,19
inflarse,60
influencia,7858
influido,298
influir,930
influyeran,4
infló,53
información,64490
informar,5628
informaron,1470
informe,30311
informó,2842
ingeniero,6631
ingenuidad,499
inglesa,4763
inglesas,910
ingleses,7619
inglés,27378
ingresar,2452
ingreso,2602
inhibía,9
inicial,4058
iniciamos,542
iniciar,4318
ininteligible,53
injertos,364
inmediata,3062
inmediatamente,26772
inmensa,1793
inmenso,2214
inmigrantes,1729
inminente,2488
inmovilidad,111
inmovilizados,136
inmundicia,612
inmutabilidad,12
inmutables,89
inmóvil,1092
inmóviles,276
innata,227
innoble,184
innumerables,973
inocente,26041
inodoro,2796
inolvidable,1090
inquietan,80
inquieto,1670
inquietos,525
inquietó,65
inquisidores,72
insalvable,85
inscribía,10
insecto,3362
insectos,4836
insensibles,302
insignificante,3913
insignificantes,1100
insinuándose,30
insinúa,1139
insistiendo,803
insistió,3034
insistí,547
insomne,134
insondable,115
insoportable,3659
inspector,18571
instado,33
instalarme,610
instante,11038
instantes,958
instantáneamente,1234
instaura,18
instinto,6492
instintos,3937
instrucciones,11219
insulto,3218
insultándolo,38
insultándose,20
insuperable,297
insuperables,88
intacta,1771
intacto,2104
integraba,24
integración,654
integrada,267
integrado,412
integrador,33
integrados,199
integrar,335
integrarme,243
integró,73
intelectuales,1478
intelectualmente,340
inteligencia,15986
inteligente,34789
inteligentes,5355
inteligible,34
intemporal,64
intenciones,7330
intención,19184
intensidad,1939
intenso,3667
intentaba,9669
intentado,17247
intentan,5908
intentando,36080
intentar,25946
intentaré,11193
intento,38454
intenté,16882
intentó,13903
interactuar,447
intercambio,5674
interesaba,2143
interesada,5554
interesante,46572
interesara,533
intereses,9558
interesábamos,2
interesó,1059
interior,26936
intermedios,173
interminable,1569
interminables,920
internacional,8590
internacionales,2652
internas,1279
internet,13393
interno,4671
internos,5936
interpuso,322
interrumpió,699
interrumpí,388
interrumpía,77
intervalo,730
interviniendo,158
interés,18200
interín,0
intestino,1520
intimidad,3842
intranquilo,222
intrigado,625
introducción,1274
introducido,721
introspección,161
intuición,2548
inutilidad,160
invariable,48
invariablemente,229
invasores,1118
invencible,2263
invención,1350
inventar,3646
invento,3444
inventó,4141
invernada,5
invernales,123
inversamente,39
inversión,4737
investigaba,572
investigación,36606
invierno,13715
invirtiendo,422
invita,4527
invitada,3599
invitado,17396
invitados,14706
invitara,642
invitarlo,1621
invitó,6210
invocado,160
invocan,55
involuntariamente,226
inés,723
inútil,18770
inútiles,3804
inútilmente,402
ir,428425
irene,4196
irguiéndose,10
irguió,29
irigoyen,3
iris,5294
irme,138128
ironía,2443
irregulares,392
irregularmente,23
irremediablemente,201
irritado,683
irrumpe,230
irse,72117
irá,31054
iré,85237
iría,13092
irían,1449
isaac,3187
isabel,4166
isidore,0
isla,33497
islas,4890
itt,0
iv,0
izquierda,44561
izquierdo,9886
jabonándome,0
jabón,5461
jacinto,231
jacksoniana,0
jacksonianos,0
jadeando,287
jadeos,76
jamás,70002
japón,9625
jardin,868
jardineros,426
jardines,2400
jardín,20309
jarrón,1707
jaula,7381
javier,1700
jazz,4455
jefe,129932
jefes,7014
jeroglífico,110
john,90716
johnson,11876
jordán,276
jorge,3483
jornada,2055
jornadas,200
josé,6361
journal,729
joven,92954
joyero,804
juan,10777
judía,3797
jueces,4394
juego,99536
juegos,18735
juerga,1497
jueves,12642
juez,28723
jugaba,3630
jugaban,1087
jugador,11087
jugando,29907
jugar,68490
juguetes,7328
juicio,32616
julepeado,0
julio,11251
junio,7936
junta,11981
juntando,1111
juntar,3244
juntarse,1492
juntas,13728
junto,43174
juntos,133287
juntó,528
jurando,214
jurisdicción,3200
justa,5217
justamente,4978
justicia,26035
justifica,1605
justificar,1975
justo,118133
juventud,8543
juzgado,5919
juzgar,6049
juzgaron,166
jóvenes,28242
kalreuter,0
kilos,11928
kilómetros,18007
kioscos,35
knight,0
kong,6883
la,9957334
labios,15074
labor,3327
laboral,2154
laboratorio,25342
laboriosamente,49
labradores,156
lachnanthes,0
lacustre,4
lado,166640
lados,20207
ladra,809
ladraba,126
ladraban,24
ladrarle,66
ladrillos,2503
ladrón,18248
lagartija,658
lagarto,1564
lago,17356
laguna,1882
lamidas,44
lana,11293
lance,5420
lanzar,7359
lanzara,205
lanzarse,1073
larga,28389
largas,7000
largo,58861
largos,5385
largó,1432
larva,434
larvales,1
larvas,636
las,2225273
lastimaduras,24
laura,14595
laureles,414
lavado,5016
lavanda,756
lavó,591
le,1660203
leche,24622
lecho,2841
lechosa,85
lechoso,114
lector,1248
leer,35416
leerla,3243
leerme,1192
legales,3850
legitimarse,8
lejana,1648
lejanas,733
lejano,4136
lejos,84350
lengua,20333
lenguaje,9177
lenta,4312
lentamente,9510
lentitud,249
lento,11176
lentos,1329
leones,3601
leopoldo,416
les,362308
letra,9828
letras,7182
levanta,14950
levantaba,844
levantando,1644
levantara,565
levantarme,8195
levante,5782
levanto,3157
levanté,2620
levantó,3947
leve,2650
levemente,431
levántelo,280
ley,47117
leyendo,11966
leyes,15566
leyesen,15
leyéndolos,72
leí,14214
leía,2060
leídas,95
leído,16464
liberarlo,1594
libertad,43297
libertadores,113
libramos,414
libre,68911
libremente,2726
libreto,482
librito,373
libritos,21
libro,74150
libros,33774
liebres,315
liga,6984
ligados,365
ligar,1649
ligeramente,2531
ligeras,550
ligero,5037
ligeros,802
ligerísimos,0
limitaciones,1242
limitadas,598
limitado,2400
limitados,669
limitando,150
limosna,1500
limpiar,17344
limpiaron,585
limpieza,8332
limpio,21868
linda,39927
lindo,41706
lindísima,145
linealidad,5
liniers,0
linita,0
linnean,0
linterna,4836
linyeras,0
liquidaron,204
lisa,16443
lisas,163
lisiada,299
liso,592
lisos,120
lista,92147
listos,45136
literario,718
literatura,4325
liturgia,58
liviana,645
livianas,122
living,0
llama,120175
llamaba,20050
llamaban,4937
llamada,61727
llamadas,19970
llamado,67430
llaman,31841
llamando,18618
llamar,70644
llamara,3554
llamarme,26356
llamarse,3081
llamas,43292
llamárseles,0
llamé,19621
llamó,40942
llano,668
llanos,164
llanto,2059
llanuras,686
llave,37933
llaves,27779
llega,40039
llegaba,3501
llegaban,1190
llegado,54427
llegamos,25884
llegando,12615
llegar,114664
llegara,6421
llegaron,15421
llegaría,3512
llegue,30663
lleguemos,7823
llegué,20799
llegó,53166
llena,27090
llenaba,484
llenaban,188
llenado,1490
llenando,1503
llenar,6166
llenarle,243
llenaron,694
llenas,4711
lleno,32778
lleno,32778
llenos,5994
lleva,77357
llevaba,20958
llevaban,3777
llevada,1259
llevado,18799
llevados,1263
llevan,22427
llevando,11505
llevar,67246
llevarlos,6896
llevarnos,10277
llevaron,16288
llevarse,11619
llevará,19286
llevaría,6157
llevaríamos,291
lleve,21996
llevemos,2472
llevo,50226
llevábamos,1365
lleváramos,302
llevármelos,531
llevó,32999
llora,5712
lloraba,2044
lloramos,782
llorar,22789
lloraron,221
lloro,2378
lloroso,88
lloró,1917
llover,3905
llovizna,214
llovía,985
llueve,4124
lluvia,18252
lluvias,1603
llámeme,8956
llévenlo,4631
lo,6536686
loca,51361
loco,123600
locos,24742
logia,549
logramos,7941
lograron,2492
logremos,617
lográsemos,14
lomas,105
lomo,1180
lomos,170
lona,1570
longitud,1665
longitudes,181
los,3488297
lourdes,367
lucas,9999
luces,31562
lucha,23867
luego,259585
lugar,293379
lugares,22758
lugones,1
luis,4949
lujos,685
luján,57
luna,39084
lustrosa,26
lustrosos,47
luz,86433
lyell,0
lágrimas,10632
lámpara,4877
lámparas,1452
lápiz,5758
lástima,22843
látigo,2156
límite,10681
límites,7676
límpido,28
línea,50000
líneas,12138
lío,14031
líquido,4539
lírico,190
lógica,6844
lógicamente,668
lópez,1706
lúcidamente,13
lúcido,598
lúgubre,479
maceta,496
macetas,284
machacantes,6
machacar,543
macho,6529
machos,1705
madera,14419
madre,283712
madrugada,3683
madura,3357
madwell,0
magia,19572
magnitud,1425
magnífica,4610
magníficas,735
mal,246497
mala,66403
malayo,88
malcriaron,14
maldición,51379
malditos,20894
males,1470
maletas,8745
maleza,804
malhechores,405
malhumor,135
mallas,648
malo,97432
maloliente,393
malthus,58
malvados,2592
malón,0
mampara,100
mamá,254635
mamíferos,855
manada,3588
manchada,565
manchadas,385
manchas,4477
manchitas,86
manda,12480
mandado,5681
mandaron,3534
mandato,1718
mando,27878
manecitas,0
manejaba,1317
manejar,17965
manera,130504
manifestación,2143
manifestar,373
manifiesta,725
manifiestamente,44
manifiestan,229
maniobra,2849
manjares,196
mano,131408
manos,132336
manoteando,8
manotearon,0
mansión,4960
manta,4591
mantel,838
manteles,368
mantendría,977
mantener,36118
mantenerse,7567
mantenida,298
mantenido,3876
manteniendo,2686
mantenía,1942
mantiene,13360
mantuve,1732
mantuvieron,842
manuales,1003
manuela,831
manuscritos,619
manzana,8849
mapa,19061
mapas,3479
mar,40457
maravilla,12396
maravillados,64
maravillas,4020
maravilloso,43811
maravillándose,26
maravilló,42
marca,19825
marcada,1273
marcadas,520
marcado,3828
marcados,1000
marcaron,359
marcas,10564
marcel,2415
marcha,29670
marchar,6803
marchitos,59
marco,8812
marcos,4598
marcó,1377
mareada,1409
marejada,196
mareo,1374
marido,71069
marina,13326
mariposas,2094
marqué,615
marrones,1413
marrón,3975
marte,6012
martes,12715
martín,2634
martínez,1341
marzo,5984
maría,20448
marías,237
mas,152818
masa,7570
masacradas,54
masacre,4044
masacres,331
mascota,4696
mascotas,3018
masculina,1681
masculino,2795
masculinos,716
massera,0
masson,198
mastines,24
mata,22982
matado,32983
matar,95694
mataran,3370
matarla,13330
matarlo,32933
matarme,44292
mate,13375
materia,6414
maternal,847
matorral,235
matrimonio,39114
matías,541
mató,51014
maullar,61
maullido,51
maulló,31
mayo,8778
mayor,93808
mayores,12308
mayoría,35764
mazzini,0
mañana,308595
mañanas,4231
mañosamente,2
me,4460456
mecanismo,3573
mecanismos,680
mechón,713
mecánica,2271
mecánicamente,160
mecánico,4571
media,46095
mediación,358
medianoche,12084
mediante,3765
medias,7595
medicinas,5093
medida,9119
medidas,7014
medievales,431
medio,90077
mediodía,8383
medios,12234
medirlo,240
meditaran,0
medía,817
mejilla,2976
mejillas,2187
mejor,550471
mejoraba,149
mejoras,1366
mejores,50951
melancólicamente,12
melancólico,586
melena,521
mellizos,847
melocotonero,49
melodía,3226
melodías,727
melón,1255
memoria,27642
memorizar,715
menciona,2428
mencionan,707
mención,1227
menea,399
menor,19741
menores,6040
menos,278532
mensaje,57680
menta,2598
mental,11179
mentales,2896
mentalmente,2117
mente,55248
mente,55248
mentes,6667
mentir,12057
mentira,31047
mentiras,17596
mentirles,504
mentón,1106
menuda,4599
menudo,24512
menudos,386
menéndez,103
mera,1590
meramente,650
mercenarios,1554
merecen,5427
merecía,5516
merienda,877
mero,1402
mes,50584
mesa,51157
mesada,462
meses,101072
mesita,664
mesopotamia,146
metafísica,270
metal,9958
metamorfosis,459
metas,11321
meter,14395
meternos,3858
metida,3295
metiendo,4357
metieron,3745
metimos,1349
metió,10624
metro,11672
metros,31840
metrovías,0
metáfora,2168
metáforas,665
metálica,606
metálicos,329
metí,6768
metía,1466
mexicanos,2251
mezcla,6336
mezclándolas,26
mezquino,1198
mi,2647857
miauuu,0
michelini,0
mida,233
miedo,138492
miembros,16344
mientras,158826
miga,186
migajas,827
migas,944
migró,12
miguel,7077
mil,69938
miles,35060
militar,20819
militares,9540
millares,652
millones,71475
millón,25451
mimbre,185
mimeógrafos,0
mineral,1892
ministerio,6729
ministro,21177
minorías,579
mintió,6827
minucia,118
minucias,109
minuciosamente,356
minucioso,427
minuto,75572
minutos,149513
miopía,105
mira,370275
miraba,7213
miraban,1265
mirada,20001
miradas,2333
mirado,5041
miramos,2852
miran,6530
mirando,39807
mirar,35119
mirara,953
mirarlas,819
mirarlo,5614
mirarlos,1350
mirarme,8556
miraron,847
mirarse,1051
miraría,747
mire,59087
miro,10840
mirá,2608
mirábamos,459
mirándolo,1538
mirándolos,431
mirándome,4988
mirándonos,1265
mirándose,412
miré,6993
miríada,0
miró,6243
mis,426602
miserables,2312
miseria,5095
misericordia,4294
mish,0
mishmish,0
misma,106681
mismas,10568
mismo,372079
mismos,25154
mismísimo,2060
misterio,11906
misterios,2662
misteriosa,3617
misteriosamente,879
misteriosas,1164
misterioso,5871
mitad,53508
mitología,1001
mochila,4967
moda,12871
modelo,17064
modernos,1593
modificaciones,876
modificación,596
modificada,372
modificado,1037
modificados,244
modificarse,108
modificarán,3
modificarían,0
modo,64995
modorra,21
modos,26277
modulación,149
mojadas,794
moldes,300
mole,390
molestaba,1539
molestarse,2432
molestia,7356
molina,412
molinete,43
momento,312035
momentos,22143
moneda,9201
monedas,7820
monetario,553
mono,16186
monopolios,178
monopólicas,3
monos,6886
monstruo,22390
monstruos,7727
monstruosidades,89
montarla,538
montaña,18794
montañas,14342
monte,8079
montones,4070
montón,37698
monumento,2187
monumentos,872
monótonamente,24
monótono,394
morada,2144
morales,2775
moralmente,996
morbosa,283
morder,2521
moreno,1884
moribundo,1722
morir,106411
morirse,4719
moriría,4131
morirían,682
moriste,1216
morro,738
mortaja,220
mortal,10641
mortalidad,1120
mosaico,542
mosaicos,100
mosca,4514
moscas,3921
mostraba,1281
mostraban,445
mostrado,3196
mostrador,2773
mostrando,2803
mostrar,12994
mostrarte,14802
mostró,5556
motivado,853
motivos,10247
moto,8777
motor,15380
motriz,211
mover,12744
moverme,6069
movernos,6879
moverse,16016
movido,3493
movidos,118
moviendo,6764
moviente,0
movimiento,25019
movimientos,7912
moviéndolo,110
moviéndome,526
moviéndose,6233
movió,2743
movía,1956
movían,480
mozart,2730
mozo,3036
moño,709
mr,0
mucama,0
mucha,75833
muchacha,16520
muchachas,5000
muchacho,58696
muchachos,60977
muchas,157184
mucho,563292
muchos,108041
muchísima,1237
muchísimas,6042
muchísimo,15930
muchísimos,1057
muda,2687
mudanza,1882
mudo,3424
mudé,1961
muebles,6984
mueca,429
muecas,389
muelles,1907
muequear,0
muerde,2959
muerta,43387
muertas,5130
muerte,136936
muerto,167559
muertos,53766
muestra,24222
muestran,5247
muestreo,96
muestro,1983
mueve,18195
mueven,4354
muevo,2341
mugre,1547
mujer,272152
mujeres,109850
multitud,7104
mundiales,1487
mundo,323066
muriendo,17052
muriera,4839
murieron,15349
murió,79438
murmullo,593
murmullos,319
murmurando,487
murmurar,274
muro,9633
museo,10771
musgo,674
musicales,2089
musitando,8
mutilaciones,260
mutilados,406
mutua,1182
mutuas,155
muy,1197861
muérdago,514
mágica,5328
máquina,30004
máquinas,12221
márgenes,425
mármol,1615
más,1608542
máscara,9268
máscaras,2986
máximas,204
médanos,0
médico,58189
médicos,16907
método,5979
métodos,5411
mí,537278
mía,71455
mío,243347
míster,98
místico,1121
mórbido,181
músculos,5017
música,63821
músicos,3332
nacen,1970
nacer,5433
nacho,335
nacido,11314
naciendo,293
naciera,1251
nacieron,1782
nacimiento,10262
nacional,22007
naciste,4310
naciéndoles,0
nació,12696
nación,12789
nada,982883
nadamos,390
nadan,521
nadie,391435
naipes,1073
nalgas,1975
napas,25
naranja,7841
nariz,24576
narración,532
narradas,10
narrativa,327
narrativas,46
narrativo,62
narratología,0
narvaja,0
natación,1435
natal,2696
natural,20085
naturales,3885
naturaleza,25158
naturalidad,602
naturalista,271
naturalistas,49
naturalizar,2
naturalmente,11207
naufragio,1028
navaja,5161
navegar,3728
neblina,951
necesaria,4313
necesariamente,4547
necesarias,2413
necesario,46623
necesidad,18136
necesidades,6369
necesita,115236
necesitaba,29025
necesitamos,108482
necesitan,36526
necesito,271364
necrológicas,205
nectarinas,54
negar,4734
negativa,3505
negativamente,197
negociados,48
negociar,7102
negra,21539
negro,60755
negros,20418
negué,1057
nena,37945
nene,8136
nervios,8693
nervioso,24115
nesquick,0
neurofisiológicos,0
neurológica,262
neurológicas,124
neurológicos,283
nevaba,190
nevadas,234
nevisca,22
new,17241
newton,2426
ni,457071
nido,5543
niebla,6366
nietos,3827
nieve,16368
nimbados,0
nina,8150
ninguna,116923
ninguno,39825
ningún,119920
nitidez,86
nivel,31133
niña,73070
niño,126016
niños,141774
no,13777976
nocaut,0
noche,416754
noches,133836
noción,2087
nocturno,5600
nogués,0
nombra,1097
nombraban,48
nombrar,2598
nombre,248743
nombres,27443
nominalismo,0
nomás,0
nones,155
normal,49533
normales,7712
normas,6464
nos,1001196
nosotras,18522
nosotros,394751
nostalgia,1633
nota,30564
notaba,785
notablemente,477
notables,486
notamos,414
notar,3538
notaron,617
notas,15537
noticia,25145
noticias,62533
notó,2046
novedades,2590
novelas,2832
novia,57023
noviembre,7068
novillo,212
novio,43160
novios,5174
nubes,8660
nublado,964
nudillos,917
nudo,2597
nuestra,231769
nuestras,80722
nuestro,269669
nuestros,125007
nueva,145417
nuevamente,12986
nuevas,22238
nueve,29742
nuevo,270636
nuevos,27373
nulidad,214
numerosa,293
numerosos,1334
numerosísima,0
nunca,613244
núcleo,4917
número,102747
o,926355
obedecía,261
obediencia,1411
obelisco,212
obesa,222
objetiva,643
objetivo,27661
objeto,10450
objetos,7687
obliga,3467
obligaba,431
obligaciones,2897
obligada,2009
obligadas,266
obligado,6906
obligan,1301
obra,32309
obrado,201
obrando,45
obras,8145
obrero,2011
obscuramente,0
obscuro,305
observa,5790
observaciones,1122
observador,2353
observando,6306
observar,5101
observarse,90
observó,621
obsesionaba,169
obsesionaban,28
obsesionó,260
obsesión,4223
obstante,2838
obstáculo,2665
obtener,18167
obtenerse,126
obvio,13423
ocasionarán,13
ocasión,13599
ochenta,2521
ocho,42944
ochocientos,435
ocres,20
octubre,8003
ocultaban,99
ocultarle,722
ocultarles,148
ocultas,2406
ocultos,1901
ocultáramos,15
ocupa,4068
ocupaba,841
ocupado,33552
ocupados,6571
ocuparon,436
ocurra,11205
ocurre,62221
ocurren,3633
ocurrido,21090
ocurrir,10783
ocurrió,41100
ocurrióseme,0
ocurría,1785
océano,11787
odiaba,6428
odiamos,1289
odiara,395
odiarlo,970
odio,65337
odiosa,744
oficial,54230
oficiales,19252
oficina,79256
oficinistas,206
oficio,4867
oficios,349
ofrecería,484
ofreció,6445
oiga,28105
oigo,17403
ojeada,1388
ojitos,687
ojo,33407
ojos,131058
ojotas,26
olas,5483
olavarría,0
oliendo,1043
oligarquía,81
oligárquica,1
olió,375
olla,2353
olor,17450
olores,1074
olvida,15955
olvidada,886
olvidado,26494
olvidados,1021
olvidar,18225
olvidarme,3797
olvidemos,3196
olía,2310
omiten,19
once,8797
onda,7464
ondulación,45
opaca,103
opacamente,0
opaco,87
opción,25412
operación,26827
operando,1784
operó,348
opinado,36
opinión,36777
oponente,2821
oponerse,1575
oportunidad,97577
oportunidades,7273
opositores,237
opresión,1168
oprimirlo,26
optimista,2921
opté,91
opuestas,525
opuesto,3403
oraciones,3682
orador,1040
oral,2126
orden,74893
ordenó,7224
ordeñadas,4
ordinarias,356
oreja,7248
orejas,7954
organismo,2972
organismos,1273
organización,10541
organizados,876
organizar,5049
organizarse,567
orgánicos,542
orientarse,194
orientó,17
orificios,505
origen,6876
original,14903
originan,99
originariamente,103
orilla,4833
ornamentales,31
oro,42752
ortodoxo,688
ortopédicos,98
oruga,1044
osadamente,61
osadía,533
osatinsky,0
oscura,7121
oscuramente,35
oscuridad,22450
oscuro,22426
oscuros,3785
ose,93
osos,4926
otear,2
otorgaba,29
otoño,5606
otra,409994
otras,68639
otro,329734
otros,128223
oveja,2964
ovejas,5019
ovillo,189
oyendo,4540
oyera,778
oyese,109
oyó,9197
ozenfant,0
oí,36738
oía,2588
oíamos,259
oído,77952
oídos,8996
oír,40742
oírlo,13793
oírlos,2202
oírme,13716
oírse,468
p,0
paciencia,14503
paciente,32294
pacientemente,440
pacientes,16667
padecían,25
padre,379004
padres,84385
paga,23093
pagaba,1727
pagar,52568
pagaron,3192
paintroot,0
paisaje,3420
palabra,84685
palabras,64193
palacio,13412
palatina,4
palermo,1033
palma,2858
palo,9219
paloma,3299
palomar,336
palomas,2384
palpitarlo,0
panfletean,0
panfleto,540
panorama,1500
pantalla,11678
pantallas,1100
pantalones,25316
pantalón,2539
pantera,1322
panteras,538
panza,2466
papel,43154
papeles,18930
papelito,289
papá,259671
papás,3755
par,85733
para,3001482
paraba,1781
parada,12876
paradero,2512
paradigmas,33
paradigmática,2
paradigmáticas,0
parado,15390
parados,3133
parajes,130
paralizada,732
paralítica,175
paranoia,2183
parapsicólogos,10
parar,33134
parara,896
pararse,2824
parasitosis,0
parcial,2431
parece,393730
parecen,27493
parecer,28648
parecidas,894
parecido,17892
parecidos,1948
pareciese,327
pareció,18670
parecía,35477
parecíamos,254
parecían,4022
pared,25064
paredes,11562
paredón,272
pareja,26539
parentela,22
parezca,11876
parientes,6435
parlantes,485
parpadeos,73
parque,20186
parques,1599
parrilla,1898
parroquianos,132
parte,235056
partes,42302
participaban,88
participación,2865
participar,6976
particular,11910
particularidad,100
particularidades,96
partido,35286
partidos,3586
partir,26030
partió,2702
partí,557
partículas,3565
parándose,88
parásito,1974
parís,29406
paró,4437
pasa,341981
pasaba,12825
pasaban,2070
pasadas,2502
pasado,178953
pasados,2474
pasajero,3702
pasamanos,273
pasamos,15034
pasan,15963
pasando,84878
pasar,139754
pasara,10254
pasarla,3601
pasarlo,5518
pasarme,7381
pasaron,10306
pasarse,2800
pasaré,5782
pasas,9715
pase,56922
paseaba,655
pasean,395
pasear,6790
pasemos,3208
pasen,10921
paseándose,614
pasillo,12556
pasillos,1975
pasión,11061
pasmado,551
paso,83060
pasodobles,0
pasos,13233
pastillas,9510
pasto,2312
pasé,19515
pasó,155531
pata,11494
patadas,3700
patagonia,233
patas,6849
patata,1981
pateado,657
patineta,529
patio,10922
patios,403
patitas,489
pato,6410
patria,5567
patrullero,789
patrón,11467
patético,7806
paul,41976
pausa,3698
pausas,430
pauta,471
pautas,508
pavimentan,11
pavo,6690
pavorosos,29
paz,87185
país,79660
países,7964
pañuelo,5105
peces,11887
pecho,18962
pechos,6523
peculiaridad,120
pedacito,1045
pedazo,18154
pedazos,12965
pedido,27090
pedir,32484
pedirle,26399
pedirlos,144
pedirme,6884
pedía,2361
pega,5359
pegaban,391
pegada,1560
pegado,6372
pegados,1130
pegando,1454
pegué,2117
pegó,5749
peinado,2974
pelaje,491
pelambre,72
pelea,36556
pelear,28113
peleas,8580
peligro,42991
peligrosos,5418
pellejo,2930
pelo,52236
pelos,4555
pelota,15208
pelotitas,163
peludas,655
peludos,670
pelusa,569
pelusas,82
película,70319
películas,24547
pena,59768
penado,146
penetra,701
